epoch,q-online-value,q-target-value,epsilon,loss_mean
1.0,0.042356229918368626,0.07304370952624595,0.9386249495354222,0.6081237103790045
2.0,0.3056538582313806,0.06498373115027789,0.8810548453531973,0.34157865634188056
3.0,0.5717174482997507,0.08413543347705854,0.8270537998067655,0.2018978304695338
4.0,0.8620343897491693,0.036619058671021776,0.7764005491043259,0.0997899494250305
5.0,0.9616105975583196,0.0416039028641535,0.7288875467029541,0.03954323520883918
6.0,1.101596693508327,0.06719508421883802,0.6843201129077516,0.015199368557659909
7.0,1.0399713031947613,0.03463331521561486,0.6425156371915971,0.004049934757858864
8.0,1.1145132668316364,0.09039336806017673,0.603302829967083,0.0014103581370363827
9.0,1.16111989505589,0.14982819584474782,0.5665210207448542,0.0007673874049487495
10.0,1.1565182860940695,0.13127102043654304,0.5320194998026181,0.0008880928780854447
11.0,1.1576608624309301,0.1410481069178786,0.49965690066738644,0.0008990299279503233
12.0,1.1754318121820688,0.15700800518789038,0.46930062088073027,0.0012543881343844987
13.0,1.3173923771828413,0.6523396325901558,0.4408262786736931,0.15756334037132547
14.0,1.9045684542506933,1.1444832906126976,0.41411720332514346,0.12357488920679316
15.0,1.9966372102499008,1.0884534064680338,0.38906395711536096,0.05483298664330505
16.0,2.0857954509556293,1.1748667061328888,0.3655638869161105,0.03960801170615014
17.0,2.099974500015378,1.1899572033435106,0.3435207035798906,0.03674614889314398
18.0,2.1213065329939127,1.217650804668665,0.32284408740494386,0.03537465797853656
19.0,2.130397429689765,1.2160548605024815,0.3034493180594659,0.035528615830116905
20.0,2.126593731343746,1.1989505011588335,0.2852569274486622,0.03415560760186054
21.0,2.1385995503515005,1.197334272786975,0.2681923741023124,0.03279787837527692
22.0,2.1211652476340532,1.2344140019267797,0.25218573774867753,0.035156876663677394
23.0,2.1444749999791384,1.1841293536126614,0.2371714328232976,0.03256870873156004
24.0,2.129750281572342,1.217700244858861,0.2230879397388124,0.032427879064925946
25.0,2.108873877674341,1.2143599595874548,0.20987755281470882,0.04213927875389345
26.0,2.5593201518058777,2.015914522111416,0.19748614383416432,0.2066845471272245
27.0,2.821562495082617,2.0871811117976904,0.18586294025918362,0.09815048371092416
28.0,2.871908228844404,2.102182136848569,0.1749603171952882,0.08479655015980825
29.0,2.908911168575287,2.1170749943703413,0.16473360225335532,0.07636910903966054
30.0,2.949950985610485,2.1279109697788954,0.15514089250904667,0.0761274327232968
31.0,2.8518679831176996,2.0875938031822443,0.14614288280983795,0.08178700198186561
32.0,2.8449962101876736,2.087236510589719,0.1377027047261542,0.07533761285594665
33.0,2.859821977093816,2.0943899862468243,0.12978577548672915,0.07269384627579711
34.0,2.8597986921668053,2.093949556350708,0.12235965627921742,0.07013069323147647
35.0,2.877915035933256,2.0918705463409424,0.11539391933546027,0.0680723168188706
36.0,2.9340999741107225,2.108091341331601,0.10886002325680014,0.0683780726394616
37.0,2.8250129092484713,2.0881701726466417,0.10273119606860276,0.06946597289061174
38.0,3.036967784166336,2.499913178384304,0.09698232552481371,0.15998873609350994
39.0,3.5176732167601585,2.9057523868978024,0.09158985621308463,0.12339070200687274
