epoch,q-online-value,q-target-value,epsilon
1.0,0.13261079924268415,0.0,0.9993666027087532
2.0,0.2911389641230926,0.0,0.9987336106620807
3.0,0.3849711758084595,0.0,0.9981010236007088
4.0,0.524689819663763,0.0,0.9974688412655301
5.0,0.7586265881545842,0.0,0.9968370633976026
6.0,0.9946717359125614,0.0,0.99620568973815
7.0,1.1622837241739035,0.0,0.9955747200285618
8.0,1.4064936488866806,0.0,0.9949441540103927
9.0,1.6574634537100792,0.0,0.9943139914253627
10.0,1.8898772485554218,0.0,0.9936842320153575
11.0,2.5157116129994392,0.0,0.9930548755224275
12.0,2.6485523264855146,0.0,0.9924259216887882
13.0,3.9334816560149193,0.0,0.9917973702568201
14.0,3.208369169384241,0.0,0.9911692209690687
15.0,4.374850910156965,0.0,0.9905414735682438
16.0,4.4225784204900265,0.0,0.9899141277972203
17.0,4.635925691574812,0.0,0.9892871833990372
18.0,6.225695572793484,0.0,0.988660640116898
19.0,5.74840547144413,0.0,0.9880344976941708
20.0,5.723658263683319,0.0,0.9874087558743876
21.0,7.149819485843182,0.0,0.9867834144012444
22.0,7.402069851756096,0.0,0.9861584730186014
23.0,6.80000788718462,0.0,0.9855339314704826
24.0,8.787764586508274,0.0,0.9849097895010757
25.0,8.231966443359852,0.0,0.9842860468547323
26.0,9.378505066037178,0.0,0.9836627032759672
27.0,9.471247509121895,0.0,0.9830397585094591
28.0,10.5473023802042,0.0,0.9824172123000495
29.0,10.26270905137062,0.0,0.9817950643927439
30.0,11.969663381576538,0.0,0.9811733145327101
31.0,12.055336073040962,0.0,0.9805519624652796
32.0,12.76804731786251,0.0,0.9799310079359465
33.0,13.174508795142174,0.0,0.9793104506903678
34.0,14.275062188506126,0.0,0.9786902904743632
35.0,15.017855197191238,0.0,0.9780705270339151
36.0,15.78878004848957,0.0,0.9774511601151684
37.0,15.570537328720093,0.0,0.9768321894644305
38.0,14.534030064940453,0.0,0.9762136148281708
39.0,17.392416387796402,0.0,0.9755954359530213
40.0,17.72553277015686,0.0,0.974977652585776
41.0,17.4047749042511,0.0,0.9743602644733905
42.0,18.1957738250494,0.0,0.973743271362983
43.0,20.55067028105259,0.0,0.9731266730018328
44.0,21.531749576330185,0.0,0.9725104691373814
45.0,21.0047467648983,0.0,0.9718946595172315
46.0,21.875876516103745,0.0,0.9712792438891477
47.0,20.730893850326538,0.0,0.9706642220010555
48.0,23.96501886844635,0.0,0.9700495936010421
49.0,22.139945596456528,0.0,0.9694353584373557
50.0,23.632019698619843,0.0,0.9688215162584056
51.0,24.46197670698166,0.0,0.9682080668127618
52.0,25.76582658290863,0.0,0.9675950098491557
53.0,26.006102919578552,0.0,0.9669823451164791
54.0,26.91192176938057,0.0,0.9663700723637842
55.0,25.389958024024963,0.0,0.9657581913402845
56.0,27.08249855041504,0.0,0.9651467017953533
57.0,28.60349154472351,0.0,0.9645356034785244
58.0,27.615346550941467,0.0,0.9639248961394922
59.0,27.897159308195114,0.0,0.9633145795281107
