episode,reward,q-online-value,q-target-value
1,11.0,0.00037499451282201334,0.0004758459096774459
2,27.0,0.0035528049292042852,0.0008484746189787984
3,37.0,0.01169154215604067,0.0014230666076764464
4,20.0,0.00996829565614462,0.0008367734216153622
5,15.0,0.009387447647750378,0.0006275800662115216
6,29.0,0.023086250647902488,0.0011977009335532784
7,11.0,0.011394636705517769,0.0005929998680949211
8,17.0,0.018563569486141206,0.0007424984639510513
9,17.0,0.02113129086792469,0.0007424984639510513
10,10.0,0.014260013103485108,0.0004964893497526646
11,22.0,0.03113060653209686,0.0007564352219924331
12,12.0,0.020290447026491167,0.0005333051085472107
13,15.0,0.026884944289922715,0.0006275800662115216
14,30.0,0.060244103223085405,0.0012161088129505515
15,89.0,0.2371046081185341,0.003708021198399365
16,23.0,0.0736742314696312,0.0009310483792796731
17,18.0,0.061964400708675385,0.0007609063433483243
18,17.0,0.061275480687618254,0.0007034471444785595
19,15.0,0.058606269955635074,0.0007056827051565051
20,10.0,0.04001310557126999,0.0004574380302801728
21,15.0,0.0624057012796402,0.0007056827051565051
22,17.0,0.07374896854162216,0.0008206011028960347
23,9.0,0.041136202216148374,0.0004780814703553915
24,30.0,0.1324267154932022,0.0012161088129505515
25,11.0,0.0521942201256752,0.0005148972291499376
26,10.0,0.049167017936706546,0.0004964893497526646
27,14.0,0.06802909284830093,0.0006091721868142486
28,13.0,0.06593584388494492,0.0006298156268894672
29,13.0,0.06684919118881226,0.0006298156268894672
30,13.0,0.06232221126556396,0.0003955077100545168
31,14.0,0.07345758110284806,0.000687274825759232
32,11.0,0.057505602538585665,0.0005148972291499376
33,12.0,0.06346946775913238,0.0005723564280197025
34,20.0,0.10427086174488068,0.0008367734216153622
35,18.0,0.09636646389961243,0.0008390089822933078
36,17.0,0.0912742891907692,0.0007815497834235429
37,10.0,0.05443786472082138,0.0004964893497526646
38,8.0,0.043905648291110995,0.0004206222714856267
39,14.0,0.07568916112184525,0.0006482235062867403
40,10.0,0.054704978466033935,0.0005355406692251563
41,14.0,0.07611722707748413,0.000687274825759232
42,10.0,0.05417165517807007,0.0004964893497526646
43,9.0,0.049304195046424866,0.0004780814703553915
44,14.0,0.07463688850402832,0.0005701208673417568
45,9.0,0.049818765521049496,0.0005171327898278832
46,14.0,0.07575913190841675,0.000687274825759232
47,23.0,0.1287059020996094,0.09786760268732905
48,11.0,0.06653770148754119,0.06025908529758453
49,13.0,0.08060455799102784,0.07051657855510712
50,10.0,0.0653762149810791,0.05513033866882324
51,13.0,0.08601052939891815,0.07051657855510712
52,10.0,0.06903728544712066,0.05474605143070221
53,10.0,0.07078373849391938,0.05474605143070221
54,12.0,0.08673211276531219,0.06538783192634583
55,20.0,0.14896046936511995,0.10833924114704133
56,12.0,0.09432248890399933,0.06577211916446686
57,14.0,0.11168392360210419,0.07602961242198944
58,11.0,0.09031068027019501,0.059874798059463503
59,11.0,0.0922593742609024,0.059874798059463503
60,14.0,0.1191151225566864,0.0756453251838684
61,18.0,0.15700725972652435,0.09692888617515565
62,11.0,0.09911400914192199,0.05949051082134247
63,18.0,0.1654701340198517,0.09692888617515565
64,13.0,0.1227005034685135,0.07013229131698609
65,13.0,0.12500999331474305,0.07013229131698609
66,9.0,0.08886683523654938,0.04884873032569885
67,12.0,0.11850994050502778,0.06461925745010376
68,9.0,0.0901562887430191,0.04846444308757782
69,9.0,0.09356226801872253,0.049233017563819884
70,10.0,0.10230682790279388,0.053977476954460146
71,12.0,0.12287538528442382,0.06461925745010376
72,10.0,0.10387401163578033,0.053977476954460146
73,12.0,0.12577469944953917,0.06500354468822479
74,14.0,0.146275132894516,0.0756453251838684
75,14.0,0.14678777158260345,0.0756453251838684
76,12.0,0.12669263422489166,0.06500354468822479
77,10.0,0.10633080959320068,0.05436176419258118
78,16.0,0.16803838133811952,0.08628710567951202
79,9.0,0.09672842383384704,0.049233017563819884
80,18.0,0.18853794753551484,0.09692888617515565
81,10.0,0.10612314343452453,0.05436176419258118
82,10.0,0.10761876821517945,0.05474605143070221
83,18.0,0.19051915407180786,0.09692888617515565
84,13.0,0.13848228454589845,0.07051657855510712
85,16.0,0.16850914776325226,0.08628710567951202
86,10.0,0.1072057044506073,0.05474605143070221
87,9.0,0.09641385436058045,0.049233017563819884
88,9.0,0.09746116995811463,0.04961730480194092
89,13.0,0.13871492505073546,0.07090086579322814
90,10.0,0.10737396955490112,0.05474605143070221
91,12.0,0.1289135181903839,0.06577211916446686
92,13.0,0.13878716349601747,0.07090086579322814
93,9.0,0.09711484551429748,0.04961730480194092
94,12.0,0.12811447381973268,0.06538783192634583
95,9.0,0.09659198045730591,0.049233017563819884
96,17.0,0.1805499017238617,0.09218442678451538
97,17.0,0.1804091775417328,0.09256871402263642
98,8.0,0.08596398711204528,0.044104270935058594
99,12.0,0.12793704986572266,0.06538783192634583
100,9.0,0.09203145146369934,0.046543006896972654
101,9.0,0.09697795271873474,0.04961730480194092
102,10.0,0.10678540110588074,0.05474605143070221
103,13.0,0.13811023592948912,0.07090086579322814
104,10.0,0.10679005265235901,0.05474605143070221
105,14.0,0.14851235151290892,0.0756453251838684
106,11.0,0.11693386077880859,0.059874798059463503
107,11.0,0.11710784077644348,0.059874798059463503
108,8.0,0.08608561873435974,0.044104270935058594
109,11.0,0.1169912028312683,0.059874798059463503
110,17.0,0.18103403091430664,0.09256871402263642
111,9.0,0.09680628061294555,0.04961730480194092
112,10.0,0.10707091093063355,0.05474605143070221
113,9.0,0.0968144690990448,0.08030498027801514
114,8.0,0.08894081592559815,0.0857530689239502
115,10.0,0.11305488705635071,0.10664241313934326
116,8.0,0.09270696520805359,0.0857530689239502
117,13.0,0.15244911313056947,0.1382508909702301
118,9.0,0.10800748825073242,0.09592327952384949
119,8.0,0.09826742172241211,0.0857530689239502
120,9.0,0.11223899126052857,0.09647220253944397
121,10.0,0.12699074864387513,0.10719133615493774
122,9.0,0.11528337597846985,0.09592327952384949
123,10.0,0.13004122376441957,0.10664241313934326
124,9.0,0.11893527388572693,0.09592327952384949
125,9.0,0.12169738531112671,0.09647220253944397
126,12.0,0.1631286025047302,0.12753175735473632
127,9.0,0.12490502953529357,0.09592327952384949
128,11.0,0.15422801852226256,0.11681262373924256
129,12.0,0.17151758670806885,0.12753175735473632
130,11.0,0.15959709167480468,0.11681262373924256
131,11.0,0.16050393581390382,0.11626370072364807
132,9.0,0.1333608853816986,0.095374356508255
133,16.0,0.23899230122566223,0.16876152276992798
134,14.0,0.2112795579433441,0.14732325553894043
135,10.0,0.15438898801803588,0.10609349012374877
136,10.0,0.15507324695587157,0.10609349012374877
137,11.0,0.17110812544822693,0.11626370072364807
138,15.0,0.23499441385269165,0.1585913121700287
139,10.0,0.15797728061676025,0.10609349012374877
140,17.0,0.2660269832611084,0.17893173336982726
141,10.0,0.15889712929725647,0.10609349012374877
142,12.0,0.1905077028274536,0.12698283433914184
143,9.0,0.14395546913146973,0.095374356508255
144,12.0,0.189331533908844,0.12643391132354737
145,11.0,0.17394927740097046,0.11626370072364807
146,10.0,0.15856629729270935,0.10609349012374877
147,11.0,0.17353060603141784,0.11626370072364807
148,12.0,0.18959991335868837,0.12698283433914184
149,12.0,0.1913670754432678,0.12753175735473632
150,10.0,0.15940953731536867,0.10609349012374877
151,10.0,0.15876785278320313,0.10609349012374877
152,9.0,0.14374566316604614,0.09592327952384949
153,10.0,0.15920424222946167,0.10609349012374877
154,12.0,0.19069838643074036,0.12753175735473632
155,9.0,0.14373701691627502,0.09592327952384949
156,11.0,0.17459941983222962,0.11681262373924256
157,8.0,0.12720222830772399,0.08520414590835572
158,10.0,0.16039480090141298,0.10664241313934326
159,9.0,0.14441086769104003,0.09592327952384949
160,10.0,0.1591833257675171,0.10609349012374877
161,9.0,0.14372443199157714,0.09592327952384949
162,9.0,0.14357892870903016,0.09592327952384949
163,11.0,0.17509512543678285,0.11681262373924256
164,10.0,0.16040770173072816,0.10664241313934326
165,11.0,0.1758467173576355,0.11681262373924256
166,12.0,0.19104355812072754,0.12698283433914184
167,10.0,0.1593591070175171,0.10609349012374877
168,11.0,0.1748245882987976,0.11626370072364807
169,11.0,0.1744322085380554,0.11626370072364807
170,9.0,0.14334980726242066,0.095374356508255
171,10.0,0.15898384809494018,0.10609349012374877
172,9.0,0.14339308857917785,0.09592327952384949
173,9.0,0.14385538697242736,0.09592327952384949
174,10.0,0.15946983456611633,0.10609349012374877
175,8.0,0.12820253610610963,0.08520414590835572
176,9.0,0.1442912995815277,0.09647220253944397
177,8.0,0.12826075196266173,0.0857530689239502
178,9.0,0.14385758757591247,0.09592327952384949
179,9.0,0.1435810363292694,0.09592327952384949
180,9.0,0.1435758364200592,0.09592327952384949
181,10.0,0.15848125100135804,0.10609349012374877
182,9.0,0.14360211968421935,0.09592327952384949
183,9.0,0.1436047637462616,0.09592327952384949
184,8.0,0.1283612632751465,0.0857530689239502
185,9.0,0.14315835237503052,0.09592327952384949
186,10.0,0.15858027577400208,0.10664241313934326
187,9.0,0.14400129795074462,0.09647220253944397
188,9.0,0.14341962218284607,0.09592327952384949
189,9.0,0.14277863383293152,0.09592327952384949
190,9.0,0.14269670486450195,0.09592327952384949
191,10.0,0.15959847807884217,0.10664241313934326
192,9.0,0.14542039275169372,0.12844205260276795
193,9.0,0.14903939485549927,0.14442697763442994
194,9.0,0.15148342609405518,0.14442697763442994
195,10.0,0.17098280549049377,0.16047441959381104
196,9.0,0.1562430727481842,0.14442697763442994
197,8.0,0.14054368376731874,0.12837953567504884
198,8.0,0.14221888780593872,0.12837953567504884
199,11.0,0.19746801853179932,0.17581861972808838
200,8.0,0.14650026798248292,0.12837953567504884
201,11.0,0.2030389142036438,0.17581861972808838
202,10.0,0.18819958090782166,0.16047441959381104
203,9.0,0.17151375651359557,0.14442697763442994
204,8.0,0.15429754734039305,0.12837953567504884
205,8.0,0.1557953453063965,0.12837953567504884
206,9.0,0.17554237842559814,0.14372373580932618
207,10.0,0.1990601110458374,0.16047441959381104
208,10.0,0.20106566429138184,0.16047441959381104
209,10.0,0.20314969539642333,0.16047441959381104
210,9.0,0.18450223207473754,0.14442697763442994
211,10.0,0.20547494888305665,0.15977117776870728
212,12.0,0.24718424797058106,0.19116281986236572
213,9.0,0.1870736873149872,0.14372373580932618
214,10.0,0.20918201684951782,0.15977117776870728
215,11.0,0.23000250816345214,0.17511537790298462
216,11.0,0.2307954514026642,0.17511537790298462
217,10.0,0.21211238384246825,0.15977117776870728
218,9.0,0.19095696449279786,0.14372373580932618
219,9.0,0.19271085739135743,0.14442697763442994
220,11.0,0.23299846887588502,0.17511537790298462
221,9.0,0.19182814359664918,0.14372373580932618
222,9.0,0.19098478078842163,0.14372373580932618
223,8.0,0.17112114667892456,0.12837953567504884
224,8.0,0.17179943799972533,0.12837953567504884
225,9.0,0.1919880437850952,0.14372373580932618
226,12.0,0.2540269327163696,0.19045957803726196
227,13.0,0.27383148431777954,0.2058037781715393
228,12.0,0.25278354167938233,0.1897563362121582
229,11.0,0.23310070276260375,0.17441213607788086
230,9.0,0.1925710678100586,0.14372373580932618
231,8.0,0.17050689458847046,0.12767629384994506
232,10.0,0.2121796703338623,0.15906793594360352
233,10.0,0.2122351837158203,0.15906793594360352
234,9.0,0.1923667812347412,0.14442697763442994
235,10.0,0.21237435340881347,0.15906793594360352
236,10.0,0.21227576971054077,0.15906793594360352
237,9.0,0.19235919713973998,0.14372373580932618
238,10.0,0.21337513923645018,0.15977117776870728
239,10.0,0.21292844533920288,0.15977117776870728
240,10.0,0.21273041009902954,0.15977117776870728
241,10.0,0.21374289512634279,0.15977117776870728
242,9.0,0.19251135110855103,0.14442697763442994
243,8.0,0.17095962285995484,0.12837953567504884
244,10.0,0.2122455644607544,0.15977117776870728
245,10.0,0.21389148712158204,0.15977117776870728
246,10.0,0.21395005226135255,0.15977117776870728
247,10.0,0.21308981895446777,0.15977117776870728
248,11.0,0.23392035961151122,0.17511537790298462
249,12.0,0.2555245304107666,0.19116281986236572
250,10.0,0.2130169987678528,0.15977117776870728
