epoch,q-online-value,q-target-value
1,0.035370756689189875,0.007220601706649177
2,0.11593231512233615,0.00819688469346147
3,0.22470496664755046,0.009173167680273764
4,0.3299346752464771,0.00783077857340686
5,0.47043919190764427,0.008440955440164544
6,0.6045073908753693,0.008318920066813007
7,0.74001295119524,0.008685026186867617
8,0.8742289077490568,0.009173167680273764
9,0.9832923831418157,0.0092952030536253
10,1.0312656601890922,0.008685026186867617
11,1.075212518684566,0.009417238426976837
12,1.0865149646997452,0.009905379920382984
13,1.1266505662351847,0.565794273337815
14,1.356595354154706,1.0917986948043108
15,1.5749545153230429,1.0881960019469261
16,1.7643266934901476,1.0785888209939003
17,1.9604144506156445,1.0809906162321568
18,2.0719719007611275,1.0797897186130285
19,2.1138386372476816,1.0833924114704132
20,2.123120354488492,1.0833924114704132
21,2.1377441734075546,1.0917986948043108
22,2.1400012373924255,1.0917986948043108
23,2.123268473893404,1.0857942067086697
24,2.126097358763218,1.0881960019469261
25,2.1400045827031136,1.1116704493761063
26,2.3266518861055374,2.135249800980091
27,2.6163341365754604,2.135249800980091
28,2.868715461343527,2.123242110013962
29,3.0544867366552353,2.1129498034715652
30,3.1578637585043907,2.1163805723190308
31,3.1604413390159607,2.1129498034715652
32,3.1884510032832623,2.1266728788614273
33,3.190988216549158,2.12838826328516
34,3.1918639428913593,2.1249574944376945
35,3.1830915920436382,2.121526725590229
36,3.1949029490351677,2.1335344165563583
37,3.188040368258953,2.1335344165563583
38,3.2648821249604225,2.6881623677909374
39,3.6049083545804024,3.205093130469322
40,3.929829992353916,3.2072907611727715
41,4.141816575080156,3.194104976952076
42,4.24101185426116,3.1919073462486267
43,4.247561544179916,3.185314454138279
44,4.256277732551098,3.187512084841728
45,4.257905259728432,3.1897097155451775
46,4.267842620611191,3.1985002383589745
47,4.254927389323711,3.1897097155451775
48,4.262887962162495,3.205093130469322
49,4.254157193005085,3.202895499765873
50,4.260579772293568,3.2216151282191277
51,4.520958632230759,4.265161871910095
52,4.886339142918587,4.261693120002747
53,5.130467019975185,4.246083736419678
54,5.243573352694511,4.249552488327026
55,5.264115579426289,4.247818112373352
56,5.256731301546097,4.251286864280701
57,5.255587033927441,4.259958744049072
58,5.2724891528487206,4.254755616188049
59,5.264587007462978,4.261693120002747
60,5.264102227985859,4.256489992141724
61,5.270280942320824,4.263427495956421
62,5.267626762390137,4.256489992141724
63,5.3647070080041885,4.789408288896084
64,5.722269803285599,5.254700258374214
65,6.03684101998806,5.247399494051933
66,6.132971554994583,5.229147583246231
67,6.160918243229389,5.227322392165661
68,6.17872204631567,5.22184681892395
69,6.191639214754105,5.22367201000452
70,6.203470274806023,5.22184681892395
71,6.217141002416611,5.21819643676281
72,6.214884415268898,5.22184681892395
73,6.222284510731697,5.21819643676281
74,6.234482616186142,5.22184681892395
75,6.23028863966465,5.236731663346291
76,6.506252206861973,6.22657585144043
77,6.885600581765175,6.22657585144043
78,7.045485764741898,6.226772949099541
79,7.124862499535084,6.226970046758652
80,7.164327286183834,6.226772949099541
81,7.174055300652981,6.226772949099541
82,7.184103414416313,6.226772949099541
83,7.168769247829914,6.22657585144043
84,7.167779617011547,6.226772949099541
85,7.1717957854270935,6.226772949099541
86,7.181452497839928,6.226970046758652
87,7.185717158019543,6.22657585144043
88,7.283329859375954,6.727019734680653
89,7.7164271697402,7.197577625513077
90,8.008330412209034,7.196961238980293
91,8.10208711028099,7.196961238980293
92,8.118096515536308,7.196961238980293
93,8.12792743742466,7.196961238980293
94,8.158581718802452,7.197577625513077
95,8.161277875304222,7.19634485244751
96,8.132632970809937,7.196961238980293
97,8.139803722500801,7.19634485244751
98,8.139890983700752,7.19634485244751
99,8.162690564990044,7.197577625513077
100,8.172431513667107,7.212333306670189
101,8.481592580676079,8.175204932689667
102,8.875245988368988,8.175204932689667
103,9.004261404275894,8.174408912658691
104,9.039275988936424,8.175204932689667
105,9.06701947748661,8.176000952720642
106,9.058601647615433,8.176000952720642
107,9.093929320573807,8.175204932689667
108,9.098777562379837,8.176000952720642
109,9.121608644723892,8.176000952720642
110,9.114891678094864,8.175204932689667
111,9.123170524835587,8.175204932689667
112,9.10145017504692,8.175204932689667
113,9.209161713719368,8.654828682541847
114,9.665461912751198,9.10944938659668
115,9.91611436009407,9.107307434082031
116,9.934872671961784,9.107307434082031
117,9.963624075055122,9.107307434082031
118,9.982782810926437,9.111591339111328
119,9.993178978562355,9.115875244140625
120,9.977541625499725,9.10944938659668
121,9.991918608546257,9.10944938659668
122,9.985637813806534,9.10944938659668
123,10.02583546936512,9.111591339111328
124,10.02509981393814,9.111591339111328
125,10.027469828724861,9.122645452618599
126,10.337993294000626,10.018486857414246
127,10.708284810185432,10.018669068813324
128,10.814092501997948,10.018669068813324
129,10.865463569760323,10.018669068813324
130,10.888301581144333,10.018669068813324
131,10.876220181584358,10.018486857414246
132,10.861494421958923,10.018486857414246
133,10.908160030841827,10.018486857414246
134,10.910574659705162,10.018669068813324
135,10.912275090813637,10.018851280212402
