epoch,q-online-value,q-target-value,epsilon,loss_mean
1.0,0.2506025324910297,0.11572239413180796,0.9386249495354222,0.41952354134991765
2.0,0.46204446349292994,0.0687353561332884,0.8810548453531973,0.18064010282978415
3.0,0.8952471883967519,0.11054673351463862,0.8270537998067655,0.08294215257046744
4.0,1.0303501458838582,0.11293065625068266,0.7764005491043259,0.03077576849318575
5.0,1.175748037174344,0.14497385697268328,0.7288875467029541,0.0066873140713141765
6.0,1.205595975741744,0.17033534162328579,0.6843201129077516,0.002818059477249335
7.0,1.1601137109100819,0.13577135048399214,0.6425156371915971,0.0022137459163786843
8.0,1.181924605742097,0.13281846786412643,0.603302829967083,0.0017353345119772712
9.0,1.172948321327567,0.14913433955734945,0.5665210207448542,0.0018183674292231444
10.0,1.183815000578761,0.1685607481340412,0.5320194998026181,0.0019571285438360064
11.0,1.1688592545688152,0.1487078934260353,0.49965690066738644,0.0019459437489786069
12.0,1.1889278907328844,0.17018907309829956,0.46930062088073027,0.0019659189429148682
13.0,1.3865152765065432,0.7138672653672984,0.4408262786736931,0.14923507888761378
14.0,1.992987036705017,1.1889774985611439,0.41411720332514346,0.10871060646604747
15.0,2.056296458467841,1.198590600863099,0.38906395711536096,0.05072229527286254
16.0,2.113332834094763,1.2022615317255259,0.3655638869161105,0.03729880056926049
17.0,2.0957676209509373,1.1805074997246265,0.3435207035798906,0.03653153940103948
18.0,2.114297704771161,1.193028887733817,0.32284408740494386,0.03396922824322246
19.0,2.0809327624738216,1.1925465073436499,0.3034493180594659,0.03459345722512808
20.0,2.1031027901917696,1.194020677357912,0.2852569274486622,0.033902718365425244
21.0,2.106029151007533,1.19440346211195,0.2681923741023124,0.03321524156490341
22.0,2.079881289973855,1.2043295465409756,0.25218573774867753,0.03299210758996196
23.0,2.0843205358833075,1.198376988992095,0.2371714328232976,0.03092916052264627
24.0,2.0816485658288,1.212124576792121,0.2230879397388124,0.03229993964487221
25.0,2.0864213928580284,1.197354357689619,0.20987755281470882,0.03926013913587667
26.0,2.637189481407404,2.0942457132041454,0.19748614383416432,0.19177590683102608
27.0,2.8588223978877068,2.0868246108293533,0.18586294025918362,0.08182451946777292
28.0,2.8707640804350376,2.098341219127178,0.1749603171952882,0.07825334899825975
29.0,2.8689169995486736,2.113457005470991,0.16473360225335532,0.07895955670392141
30.0,2.823473159223795,2.097504384815693,0.15514089250904667,0.07488352112704888
31.0,2.8529751505702734,2.094646356999874,0.14614288280983795,0.07278076707734726
32.0,2.8689719643443823,2.1076534260064363,0.1377027047261542,0.0684992277820129
33.0,2.8503388855606318,2.100287951529026,0.12978577548672915,0.06886766456591431
34.0,2.8723466470837593,2.1177412178367376,0.12235965627921742,0.07079541386337951
35.0,2.9209723323583603,2.1191227454692125,0.11539391933546027,0.06321671619662084
36.0,2.8402219880372286,2.0958465430885553,0.10886002325680014,0.06789523863699287
37.0,2.8233174551278353,2.095292655751109,0.10273119606860276,0.07268287928309292
38.0,3.059029581025243,2.468453800305724,0.09698232552481371,0.15137722727376968
39.0,3.510089360177517,2.911812976002693,0.09158985621308463,0.12411869381321594
40.0,3.897857315838337,3.0789948999881744,0.08653169303886674,0.10827211651485413
41.0,4.028113283216953,3.1915120482444763,0.08178711069300812,0.09999083878938109
42.0,4.0247364565730095,3.1801603995263577,0.0773366687319075,0.09357900085160509
43.0,4.0735597759485245,3.152760922908783,0.07316213192227378,0.09697465435601771
44.0,4.096932772547007,3.1850099079310894,0.06924639552411233,0.11068862408865243
45.0,4.13134204223752,3.2190688215196133,0.06557341520579238,0.08804407942807302
46.0,4.123844478279352,3.208745151758194,0.06212814130403032,0.09301031392533332
47.0,3.862527646124363,3.067355576902628,0.05889645715942476,0.09612634574295953
48.0,4.183464556932449,3.258688259869814,0.05586512127488055,0.0913166967802681
49.0,4.2357605881989,3.262364737689495,0.053021713059921184,0.09094049013219774
50.0,4.123531814664602,3.2459793500602245,0.05035458193858255,0.10052882827585563
51.0,4.8446614146232605,4.267682455480099,0.047852799612362905,0.17311254094238393
52.0,5.164730593562126,4.267617851495743,0.04550611528263126,0.13002800996764563
53.0,5.204720988869667,4.250764776021242,0.04330491364902258,0.1082462928025052
54.0,5.112567737698555,4.186838753521442,0.041240175511722404,0.11849921458633617
55.0,5.162284716963768,4.240677550435066,0.03930344081621308,0.1231642872444354
56.0,5.377397656440735,4.475016206502914,0.03748677398906071,0.10966048436239362
57.0,5.232919968664646,4.273745007812977,0.03578273142271016,0.10299202508758754
58.0,5.068375401198864,4.175757195800543,0.03418433097606016,0.1135681628366001
59.0,5.107389375567436,4.2050247229635715,0.032685023365850316,0.10889378056162968
60.0,5.069978013634682,4.153969664126635,0.031278665331639026,0.09970514348242432
61.0,5.163576498627663,4.215858828276396,0.02995949446441861,0.09950137470150366
62.0,5.135915651917458,4.215590450912714,0.028722105595730574,0.12062425853218883
63.0,5.418798044323921,4.741766199469566,0.027561428650537526,0.16797723097261041
64.0,5.968419834971428,5.132866643369198,0.02647270787310639,0.15951775427674875
65.0,6.15733428299427,5.2140673622488976,0.025451482340783003,0.1216374043142423
66.0,6.114990070462227,5.206705696880817,0.024493567685815232,0.13591834195540287
67.0,6.0489306300878525,5.145052336156368,0.023595038950331715,0.14864481400582008
68.0,6.207813560962677,5.317908689379692,0.022752214504226147,0.13042834668885916
69.0,6.114082396030426,5.196864880621433,0.02196164096005241,0.1375610298709944
70.0,6.136803291738033,5.209287151694298,0.021220079023120713,0.11360250247525983
71.0,6.0954116359353065,5.162240341305733,0.020524490218817092,0.10468228564423043
72.0,6.2039531618356705,5.27744110673666,0.019872024442762693,0.1304217945144046
73.0,6.160168439149857,5.200961634516716,0.01926000828280098,0.10760036009014584
74.0,6.167998515069485,5.251515679061413,0.018685934064963283,0.1306330668157898
75.0,6.163384564220905,5.222377218306065,0.01814744957852983,0.1172479210945312
76.0,6.701321929693222,6.012244515120983,0.017642348438085514,0.17851964221335948
77.0,7.0918164402246475,6.1700532883405685,0.017168561043080073,0.1327455456048483
78.0,7.04377393424511,6.108861073851585,0.01672414609785033,0.1472348351526307
79.0,7.098721504211426,6.207100011408329,0.016307282657358656,0.12982473876036238
80.0,7.069538339972496,6.140407055616379,0.015916262666055885,0.15935712994541973
81.0,7.019847571849823,6.121024638414383,0.015549483959297422,0.12365283916005865
82.0,7.00110474973917,6.103442952036858,0.015205443698636568,0.14945998357143253
83.0,7.096628211438656,6.166556276381016,0.014882732214096833,0.12076616130070761
84.0,7.111189536750317,6.14307314157486,0.014580027228192577,0.11313656946003903
85.0,7.077390693128109,6.169840641319752,0.014296088438031505,0.12171491674962454
86.0,7.095011845231056,6.147737771272659,0.014029752433299715,0.13703098020050675
87.0,7.0913989171385765,6.140666678547859,0.013779927929306254,0.16549886838765815
88.0,7.218999959528446,6.533032417297363,0.013545591295555107,0.2060726612689905
89.0,7.947865813970566,7.093734674155712,0.013325782361523328,0.14802379967295565
90.0,7.803722709417343,6.960818484425545,0.013119600482459998,0.14340773744334
91.0,7.938485242426395,7.045850075781345,0.012926200849085953,0.15726248649298213
92.0,7.905380539596081,7.018366597592831,0.01274479102607369,0.16491414960182738
93.0,8.052145853638649,7.098725862801075,0.012574627705124202,0.13921487353218254
94.0,7.969162218272686,7.066351152956486,0.012415013659336829,0.14989818158210255
95.0,7.889868892729282,7.009899936616421,0.012265294886392948,0.1478458474157378
96.0,8.02594918757677,7.080351732671261,0.01212485792884798,0.13408720107690897
97.0,8.052681215107441,7.09730277210474,0.011993127360551917,0.1401152626494877
98.0,8.02638554573059,7.07495778799057,0.011869563428899185,0.14003680723544676
99.0,7.8595617935061455,6.976902455091476,0.01175365984324725,0.1357263623358449
100.0,7.586427479982376,6.827255003154278,0.011644941700442194,0.14874469804635737
101.0,8.757043540477753,8.074108839035034,0.011542963538951359,0.22366782829340082
102.0,8.649000130593777,7.891735166311264,0.011447307513630002,0.18294464648352005
103.0,9.039783671498299,8.069642454385757,0.011357581683643331,0.10322390517103486
104.0,9.027342736721039,8.095940381288528,0.01127341840652879,0.17256844468647614
105.0,8.74651338905096,7.91835992783308,0.01119447283181846,0.15465282896184362
106.0,8.973705977201462,8.029650434851646,0.011120421488049344,0.18004304167698137
107.0,8.883665591478348,7.960176341235638,0.011050960957371944,0.17157675756607205
108.0,8.724205240607262,7.819425664842129,0.010985806632326485,0.14684134995331988
109.0,8.931250765919685,7.979471288621426,0.010924691549692795,0.11662435696052853
110.0,8.408779874444008,7.609067402780056,0.010867365296635659,0.1962496609048685
111.0,8.30625568330288,7.589076653122902,0.010813592984663703,0.20508301141671836
112.0,9.003091469407082,8.043678119778633,0.010763154287197681,0.15538820397341624
113.0,9.224900603294373,8.491803474724293,0.010715842536804736,0.20438937439757865
114.0,9.842469573020935,8.946230560541153,0.010671463878399602,0.1841070443042554
115.0,9.899252399802208,8.979155600070953,0.01062983647494312,0.15768532411311753
116.0,9.331010237336159,8.456132501363754,0.010590789762383458,0.16578172381559853
117.0,9.797543093562126,8.888138048350811,0.010554163750787255,0.171060841094004
118.0,9.470344364643097,8.582469314336777,0.010519808368797146,0.13689964017976308
119.0,9.430953308939934,8.580930843949318,0.010487582848729637,0.17222362218308263
120.0,9.670939356088638,8.770584166049957,0.010457355149793835,0.1930556680454174
121.0,9.14847482740879,8.371339991688728,0.010429001417067743,0.1720208252518205
122.0,9.982699513435364,9.052324205636978,0.01040240547401531,0.18634314491646364
123.0,10.000008031725883,9.069055899977684,0.010377458346464894,0.15351773251313716
124.0,9.95385479927063,9.033273845911026,0.010354057816098673,0.15604992523731198
125.0,9.915140077471733,8.990977168083191,0.010332108001623487,0.10705786806647666
126.0,10.253302797675133,9.56709586083889,0.01031151896590699,0.28328233445063233
127.0,10.318500965833664,9.403290182352066,0.0102922063474694,0.23450604241224937
128.0,10.787131130695343,9.858076348900795,0.010274091014820911,0.2441224780632183
129.0,9.997298061847687,9.263704627752304,0.010257098742228465,0.22501022697542794
130.0,10.672116562724113,9.79629136621952,0.010241159905583363,0.20478860767616425
131.0,10.659448847174644,9.726006925106049,0.010226209197123554,0.22886025137268007
132.0,9.769263222813606,9.148931786417961,0.010212185357841725,0.23217813463998027
133.0,10.878613993525505,9.947596997022629,0.010199030926482755,0.20820343540981412
134.0,10.693786039948463,9.770409688353539,0.010186692004102058,0.1749732159805717
135.0,9.889966383576393,9.082933515310287,0.01017511803322014,0.20368481072364375
136.0,10.936259493231773,10.00371664762497,0.01016426159066848,0.19595828486490063
137.0,10.938487276434898,10.03944019973278,0.010154078193277905,0.22131274457206018
138.0,11.14645080268383,10.395709604024887,0.010144526115613338,0.28738069227256346
139.0,11.838089555501938,10.904824301600456,0.010135566219008067,0.17940857136272825
140.0,11.910518005490303,10.970703154802322,0.010127161791197044,0.274670458456967
141.0,11.92103984951973,10.974032208323479,0.01011927839589211,0.26826335210353136
142.0,11.860974133014679,10.927772909402847,0.010111883731682805,0.22401135406107642
143.0,11.698016107082367,10.760585144162178,0.010104947499684627,0.2998303530039266
144.0,10.721191450953484,9.853486075997353,0.010098441279392429,0.2341150691790972
145.0,11.649761602282524,10.755618184804916,0.0100923384122303,0.21313741187623236
146.0,11.883398339152336,10.956422373652458,0.01008661389232075,0.20765487366588786
147.0,11.929072946310043,11.000061258673668,0.01008124426402568,0.20286963976104744
148.0,11.876173481345177,10.95408782362938,0.010076207525839282,0.22401513847580645
149.0,11.726548835635185,10.810739755630493,0.010071483040239115,0.26195554935839027
150.0,10.941764578223228,10.134025618433952,0.010067051449125945,0.2596198593528243
151.0,12.210933551192284,11.459877610206604,0.010062894594505918,0.2618296949658543
152.0,12.83790610730648,11.944973185658455,0.010058995444090009,0.29026071736007
153.0,12.122153580188751,11.306881308555603,0.010055338021505964,0.24212850673939101
154.0,12.527647033333778,11.626826778054237,0.010051907340836733,0.18486213087453507
155.0,12.712276205420494,11.813580632209778,0.010048689345217202,0.249236025265418
156.0,12.566128432750702,11.66691443324089,0.010045670849237612,0.28302216189331375
157.0,12.625387325882912,11.729228362441063,0.010042839484917694,0.30893405797542073
158.0,12.631440579891205,11.728192672133446,0.010040183651030118,0.2890942121448461
