episode,reward
1,200.0
2,168.0
3,200.0
4,200.0
5,200.0
6,155.0
7,155.0
8,200.0
9,176.0
10,200.0
11,139.0
12,200.0
13,200.0
14,200.0
15,164.0
16,200.0
17,200.0
18,180.0
19,200.0
20,200.0
21,200.0
22,200.0
23,200.0
24,200.0
25,200.0
26,200.0
27,200.0
28,200.0
29,200.0
30,200.0
31,135.0
32,200.0
33,134.0
34,200.0
35,158.0
36,200.0
37,200.0
38,200.0
39,133.0
40,200.0
41,187.0
42,200.0
43,200.0
44,200.0
45,200.0
46,200.0
47,200.0
48,200.0
49,178.0
50,200.0
51,200.0
52,200.0
53,200.0
54,200.0
55,200.0
56,200.0
57,200.0
58,200.0
59,200.0
60,200.0
61,200.0
62,200.0
63,200.0
64,200.0
65,136.0
66,200.0
67,131.0
68,200.0
69,200.0
70,200.0
71,155.0
72,200.0
73,200.0
74,200.0
75,200.0
76,200.0
77,200.0
78,200.0
79,200.0
80,121.0
81,200.0
82,144.0
83,180.0
84,200.0
85,144.0
86,200.0
87,200.0
88,200.0
89,200.0
90,200.0
91,200.0
92,138.0
93,200.0
94,200.0
95,200.0
96,154.0
97,171.0
98,200.0
99,200.0
100,149.0
