episode,reward
1,13.0
2,123.0
3,129.0
4,126.0
5,125.0
6,122.0
7,11.0
8,125.0
9,10.0
10,130.0
11,127.0
12,13.0
13,130.0
14,12.0
15,127.0
16,123.0
17,14.0
18,125.0
19,127.0
20,128.0
21,134.0
22,125.0
23,10.0
24,131.0
25,133.0
26,13.0
27,11.0
28,127.0
29,125.0
30,129.0
31,125.0
32,128.0
33,124.0
34,128.0
35,126.0
36,127.0
37,11.0
38,12.0
39,122.0
40,125.0
41,123.0
42,12.0
43,133.0
44,12.0
45,131.0
46,12.0
47,13.0
48,133.0
49,127.0
50,126.0
51,123.0
52,135.0
53,12.0
54,125.0
55,133.0
56,125.0
57,128.0
58,12.0
59,125.0
60,128.0
61,12.0
62,11.0
63,123.0
64,133.0
65,122.0
66,128.0
67,123.0
68,12.0
69,14.0
70,129.0
71,126.0
72,12.0
73,125.0
74,132.0
75,128.0
76,132.0
77,126.0
78,124.0
79,128.0
80,119.0
81,132.0
82,12.0
83,126.0
84,12.0
85,123.0
86,127.0
87,129.0
88,127.0
89,126.0
90,129.0
91,130.0
92,128.0
93,12.0
94,100.0
95,12.0
96,128.0
97,125.0
98,11.0
99,128.0
100,125.0
101,124.0
102,127.0
103,13.0
104,10.0
105,131.0
106,12.0
107,11.0
108,13.0
109,130.0
110,126.0
111,131.0
112,133.0
113,133.0
114,13.0
115,11.0
116,12.0
117,125.0
118,12.0
119,13.0
120,137.0
121,11.0
122,14.0
123,11.0
124,13.0
125,132.0
126,126.0
127,135.0
128,126.0
129,124.0
130,123.0
131,125.0
132,133.0
133,121.0
134,12.0
135,129.0
136,125.0
137,14.0
138,126.0
139,127.0
140,125.0
141,10.0
142,11.0
143,132.0
144,11.0
145,11.0
146,11.0
147,124.0
148,125.0
149,125.0
150,132.0
151,126.0
152,14.0
153,130.0
154,124.0
155,13.0
156,123.0
157,12.0
158,122.0
159,131.0
160,10.0
161,11.0
162,15.0
163,128.0
164,124.0
165,130.0
166,126.0
167,11.0
168,126.0
169,127.0
170,129.0
171,130.0
172,13.0
173,129.0
174,128.0
175,13.0
176,132.0
177,12.0
178,12.0
179,12.0
180,12.0
181,125.0
182,13.0
183,130.0
184,13.0
185,12.0
186,10.0
187,125.0
188,12.0
189,11.0
190,12.0
191,126.0
192,13.0
193,12.0
194,11.0
195,132.0
196,129.0
197,132.0
198,16.0
199,124.0
200,12.0
201,128.0
202,121.0
203,12.0
204,13.0
205,134.0
206,11.0
207,125.0
208,121.0
209,133.0
210,12.0
211,11.0
212,121.0
213,13.0
214,124.0
215,10.0
216,124.0
217,129.0
218,132.0
219,136.0
220,14.0
221,131.0
222,14.0
223,15.0
224,14.0
225,131.0
226,10.0
227,125.0
228,128.0
229,125.0
230,131.0
231,13.0
232,129.0
233,10.0
234,126.0
235,126.0
236,123.0
237,11.0
238,10.0
239,11.0
240,11.0
241,122.0
242,129.0
243,14.0
244,124.0
245,126.0
246,12.0
247,126.0
248,14.0
249,122.0
250,126.0
251,126.0
252,10.0
253,126.0
254,12.0
255,13.0
256,13.0
257,129.0
258,12.0
259,129.0
260,14.0
261,11.0
262,12.0
263,129.0
264,123.0
265,124.0
266,129.0
267,122.0
268,133.0
269,122.0
270,14.0
271,127.0
272,126.0
273,13.0
274,123.0
275,123.0
276,12.0
277,125.0
278,12.0
279,128.0
280,89.0
281,127.0
282,11.0
283,129.0
284,123.0
285,123.0
286,127.0
287,127.0
288,126.0
289,131.0
290,122.0
291,126.0
292,127.0
293,123.0
294,11.0
295,12.0
296,128.0
297,125.0
298,12.0
299,132.0
300,12.0
301,129.0
302,123.0
303,13.0
304,13.0
305,10.0
306,123.0
307,128.0
308,131.0
309,123.0
310,124.0
311,131.0
312,12.0
313,125.0
314,133.0
315,12.0
316,125.0
317,132.0
318,126.0
319,13.0
320,12.0
321,123.0
322,130.0
323,134.0
324,13.0
325,121.0
326,128.0
327,124.0
328,14.0
329,128.0
330,14.0
331,131.0
332,123.0
