episode,reward
172,42.0
173,52.0
174,51.0
175,41.0
176,41.0
177,40.0
178,51.0
179,43.0
180,56.0
181,65.0
182,42.0
183,44.0
184,40.0
185,41.0
186,94.0
187,62.0
188,37.0
189,51.0
190,37.0
191,66.0
192,51.0
193,39.0
194,44.0
195,57.0
196,45.0
197,44.0
198,35.0
199,84.0
200,38.0
201,61.0
202,73.0
203,45.0
204,37.0
205,42.0
206,44.0
207,68.0
208,99.0
209,83.0
210,54.0
211,47.0
212,102.0
213,52.0
214,97.0
215,113.0
216,79.0
217,60.0
218,42.0
219,46.0
220,45.0
221,41.0
222,35.0
223,38.0
224,37.0
225,41.0
226,53.0
227,63.0
228,76.0
229,61.0
230,43.0
231,39.0
232,62.0
233,53.0
234,49.0
235,76.0
236,67.0
237,44.0
238,68.0
239,124.0
240,109.0
241,83.0
242,44.0
243,42.0
244,95.0
245,61.0
246,53.0
247,95.0
248,41.0
249,75.0
250,63.0
251,62.0
252,52.0
253,56.0
254,51.0
255,47.0
256,37.0
257,51.0
258,38.0
259,61.0
260,39.0
261,43.0
262,41.0
263,45.0
264,93.0
265,53.0
266,47.0
267,79.0
268,46.0
269,77.0
270,35.0
271,56.0
272,81.0
273,41.0
274,70.0
275,101.0
276,39.0
277,64.0
278,40.0
279,51.0
280,54.0
281,68.0
282,49.0
283,65.0
284,65.0
285,59.0
286,55.0
287,58.0
288,59.0
289,42.0
290,71.0
291,105.0
292,47.0
293,71.0
294,54.0
295,41.0
296,49.0
297,48.0
298,43.0
299,37.0
300,48.0
301,89.0
302,64.0
303,52.0
304,37.0
305,55.0
306,85.0
307,47.0
308,43.0
309,80.0
310,74.0
311,43.0
312,37.0
313,69.0
314,43.0
315,38.0
316,65.0
317,45.0
318,58.0
319,39.0
320,43.0
321,70.0
322,44.0
323,41.0
324,42.0
325,69.0
326,72.0
327,87.0
328,44.0
329,48.0
330,40.0
331,45.0
332,63.0
333,44.0
334,42.0
335,68.0
336,95.0
337,43.0
338,57.0
339,46.0
340,54.0
341,43.0
342,40.0
343,37.0
344,120.0
345,45.0
346,58.0
347,68.0
348,41.0
349,39.0
350,41.0
351,87.0
352,44.0
353,51.0
354,64.0
355,85.0
356,60.0
357,41.0
358,41.0
359,41.0
360,47.0
361,49.0
362,65.0
363,88.0
364,55.0
365,47.0
366,60.0
367,62.0
368,82.0
369,79.0
370,85.0
371,45.0
372,42.0
373,72.0
374,76.0
375,49.0
376,85.0
377,41.0
378,51.0
379,61.0
380,47.0
381,79.0
382,38.0
383,53.0
384,80.0
385,62.0
386,75.0
387,108.0
388,82.0
389,77.0
390,40.0
391,53.0
392,45.0
393,69.0
394,71.0
395,50.0
396,61.0
397,47.0
398,58.0
399,41.0
400,41.0
401,52.0
402,86.0
403,41.0
404,97.0
405,50.0
406,82.0
407,40.0
408,44.0
409,60.0
410,55.0
411,65.0
412,41.0
413,37.0
414,45.0
415,47.0
416,41.0
417,43.0
418,47.0
419,63.0
420,59.0
421,39.0
422,59.0
423,77.0
424,43.0
425,38.0
426,52.0
427,65.0
428,101.0
429,54.0
430,40.0
431,41.0
432,40.0
433,47.0
434,52.0
435,59.0
436,71.0
437,49.0
438,45.0
439,46.0
440,41.0
441,55.0
442,56.0
443,79.0
444,40.0
445,117.0
446,34.0
447,46.0
448,55.0
449,46.0
450,120.0
451,46.0
452,60.0
453,66.0
454,49.0
455,70.0
456,48.0
457,58.0
458,94.0
459,45.0
460,42.0
461,92.0
462,39.0
463,43.0
464,53.0
465,62.0
466,99.0
467,84.0
468,61.0
469,51.0
470,65.0
471,72.0
472,53.0
473,56.0
474,69.0
475,87.0
476,45.0
477,41.0
478,49.0
479,48.0
480,46.0
481,55.0
482,90.0
483,50.0
484,81.0
485,54.0
486,65.0
487,59.0
488,65.0
489,37.0
490,77.0
491,47.0
492,80.0
493,43.0
494,107.0
495,44.0
496,39.0
497,70.0
498,49.0
499,58.0
500,41.0
